epoch,step,min,max,mean,std
1,1000,-2.5616965293884277,0.5460864901542664,-0.19335176050662994,0.4564226567745209
2,2000,-4.575695991516113,3.789123058319092,-0.08681098371744156,0.7211559414863586
3,3000,-5.115830421447754,11.21807861328125,-0.08297174423933029,1.2967849969863892
4,4000,-1.6535162925720215,6.900567531585693,0.06668015569448471,0.6176140904426575
5,5000,-1.9437633752822876,5.5228447914123535,0.15457336604595184,0.6724026203155518
6,6000,-3.5887439250946045,4.100527763366699,0.00196534744463861,0.6670201420783997
7,7000,-4.303860664367676,4.301796913146973,0.12196173518896103,0.6603153347969055
8,8000,-4.438440322875977,1.8815016746520996,-0.3205718696117401,0.6821986436843872
9,9000,-3.830834150314331,5.721724033355713,0.03162312135100365,0.7957955598831177
10,10000,-3.807251453399658,4.310513973236084,0.06823272258043289,0.6818766593933105
