epoch,step,min,max,mean,std
1,1000,-1.0157526731491089,0.08009669929742813,-0.217972993850708,0.1839115023612976
2,2000,-1.179848313331604,0.06275293231010437,-0.30361413955688477,0.23919670283794403
3,3000,-2.1979198455810547,0.2130511999130249,-0.5530252456665039,0.44627678394317627
4,4000,-0.8156649470329285,1.0486030578613281,-0.006579559296369553,0.30296874046325684
5,5000,-0.30879682302474976,1.7432193756103516,0.5477138161659241,0.4565877616405487
6,6000,-2.201340436935425,1.680067777633667,-0.4635066092014313,0.801946759223938
7,7000,-0.604802131652832,3.4862005710601807,1.4425673484802246,0.9281271696090698
8,8000,-1.8937307596206665,0.6319400072097778,-0.6558386087417603,0.49201202392578125
9,9000,-1.5366384983062744,1.1313605308532715,-0.2743048071861267,0.6047101020812988
10,10000,-1.9428409337997437,2.948829174041748,0.8539358973503113,0.9789589047431946
