epoch,step,min,max,mean,std
1,1000,-1.1089506149291992,-0.25287896394729614,-0.8849706649780273,0.12105604261159897
2,2000,-1.1536569595336914,0.14492753148078918,-0.7337790727615356,0.15829989314079285
3,3000,-2.33587646484375,-0.6557102203369141,-1.3765535354614258,0.32108405232429504
4,4000,0.2778860330581665,1.7528901100158691,1.0532371997833252,0.3231080174446106
5,5000,-1.5683072805404663,1.0965533256530762,-0.26678091287612915,0.37184515595436096
6,6000,-2.0408854484558105,0.9219763278961182,-0.5018229484558105,0.46821528673171997
7,7000,-0.4507545530796051,2.6077041625976562,0.48360008001327515,0.43246331810951233
8,8000,-2.21433424949646,0.8301106095314026,-0.49710068106651306,0.45999637246131897
9,9000,-4.512291431427002,-0.058692943304777145,-1.9308533668518066,0.9570761919021606
10,10000,-2.7955849170684814,1.2494487762451172,-0.6925944089889526,0.5551573634147644
